product_id,date,customer_name,rating,sentiment,comment
137210381_BD-1059686428,4/21/2021,Md A,1,negative,কৌটাটা ট্যাপ খাওয়া পেয়েছি সহজে খোলার কোনো পদ্ধতি নেই
137210381_BD-1059686428,6/21/2021,M***,1,negative,ট্যাপ খাওয়া জিনিস পাইছি
137210381_BD-1059686428,7/29/2021,walid I,1,negative,টিনের ভিতর মাশরুম গুলো পচা তিক্তযদিও অনেক দিনের মেয়াদ রয়েছে এটা সেলার এর কোন কারসাজি কিনা
137210381_BD-1059686428,3/15/2021,Md S,1,negative,ভাই কি দিলেন খাওয়ার  ঘন্টা পর এখন আমি অসুস্থ
137210381_BD-1059686428,10/28/2021,1***6,1,positive,আজকে মুরগি দিয়ে মাশরুম রান্না করেছে খেয়ে ভালই লাগলো স্বাদ ভালই
137210381_BD-1059686428,11/23/2020,MDShaheen,1,negative,আমার মনে হয়না যারা একবার কিনেছে তারা দ্বিতীয় বার কিনবে
137210381_BD-1059686428,2/16/2021,Raihan S,1,negative,চাইলাম মাশরুম দিলেন ভুট্টা
137210381_BD-1059686428,8/12/2021,T***,1,negative,খাওয়াই যায় নাই  এতো বাজে 
137210381_BD-1059686428,6/4/2021,Md N,1,negative,খুবই খারাপ 
137210381_BD-1059686428,11/7/2021,ENZAM,1,negative,খুবই বাজে
137210381_BD-1059686428,4/10/2022,Sanjida I,2,negative, টা ক্যান অর্ডার করেছিলাম আমি প্যাকেজিং এর অবস্থা দেখে প্রোডাক্ট আর খুলতে মন চাচ্ছে না 
137210381_BD-1059686428,11/17/2020,Md O,2,negative,পরিমাণ খুবই কম 30 টাকার বেশি দাম হয় না শুধু ক্যনএর জন্য বেশি দাম রাখছে
137210381_BD-1059686428,10/5/2020,Rejwanul H,2,negative,পণ্যটি  সালের টিনে জং ধরেছে এ ধরণের প্রডাক্ট দেয়া ঠিক হয়নি ভবিষ্যতে ফ্রেস প্রডাক্ট দিবেন পণ্যটি কোন দেশের সেটা উল্লেখ করবেন চায়নার খাবার জাতীয় পণ্য এ মুহূর্তে ঝুকিপূর্ণ
115908433_BD-1034654986,12/19/2021,Sifat C,1,negative,নস্ট প্রোডাক্ট চার্জ হতে চায় না পোর্ট এ সমস্যা বক্স  ঘন্টা চার্জ দিয়েও ফুল হয় নাই চার্জ ক্যাবল ও পাই নাই বক্সে সেলার কে জানাইছি সে কি বলে সেই জানে কালো টা মনে হচ্ছে ফালতু আসলেই কারন আরো একজন দেখলাম কালো টাকে ফালতু বলছে
115908433_BD-1034654986,12/23/2021,S M,1,negative,প্রথমত প্যাকেট এর অবস্থা খারাপ ছিলগান বাজার সময় কিট কিট একটা শব্দ হয় যা খুবি বিরক্তিকর আশা করি আপনারা কিনার সময় ঠকবেন না
115908433_BD-1034654986,11/23/2021,Samin Y,1,negative,একবা ফালতু প্রোডাক্ট সাউন্ড আসেনা আবার কেমন ডিস লাইনের তার এর মতন খেচার খেচার দুটোর বস ইয়ারফোন ভেতর থেকে নিলেন তো ঠকলেন 
115908433_BD-1034654986,11/15/2021,0***9,1,negative,খুবি বাজে এক্সপেরিয়েন্স  এক কানে কম শোনা যায়  ত্রুটিপূর্ণ পন্য দেয়া হয়েছে আমাকে  টাকা দিয়ে নষ্টপন্য কেনো কেনা লাগবে ভাই
115908433_BD-1034654986,6/8/2021,Nihal A,1,negative,বক্সিং একদম খারাপ ছিল প্যাকেট ছিরা ছিল তা ছারা চার্জ ঘন্টার বেশি থাকেনাহ আর বক্স এ চার্জ দিলে বার এর বেশি দেয়া যায় নাহ একদমই ফালতু প্রডাক্ট সাউন্ড মাঝে মাঝে আটকে যায় আর কত প্রবলেম বলব ভাই একটা কথাই কেউ নিয়েন নাহ 
115908433_BD-1034654986,3/6/2022,Shanto H,1,negative,সত্যি কথা বলতে সব মানুষ রা এই পণ্য টার এমন গুন গান গাইতেছে যেন এইটা আসল ইয়ারবাডস আসলে তেমন কিছুই না এইগুলা হইল অতি নিম্ন মানের পণ্য আমি মনে করি আপনার ভালো দামী ইয়ারবাডস কিনার মতো সামর্থ্য নায় তাইলে আপনি এই খারাপ গুলো ও কিনেন না এইগুলা দিয়ে বেশি গান শুনলে আপনাার মানুষিক রোগী হইয়া যাওয়ার সম্ভাবনা আছে আর এত বাজে শব্দ হয় কি বলে যে বোঝাব  আর দুরের কার সাথে কথা বলার সময় এই ইয়ারবাডস  গুলো ব্যবহার করলে আপনাকে গালি খাইতে হবে তাই আমি মনে করি এই ইয়ারবাডস গুলো কিনবেন না দরকার হইল মে কিছু টাকা জমায়ে ভালো ইয়ারবাডস কিনুন  298 টাকা নষ্ট করে এই ইয়ারবাডস কিনার থেকে ভালো হেডফোন কিনতে পারবেন সেই টাকা দিয়ে 
115908433_BD-1034654986,1/13/2022,Rafi A,1,negative,চার্জ কম থাকে ঃ এর মতো 
115908433_BD-1034654986,1/14/2021,Joy D,1,negative,এইটা চুই নষ্ট বাজে ইচপিকা পাটা
115908433_BD-1034654986,8/5/2021,A***,1,negative,পুরা টাকা নষ্ট  মিনিট মত চার্জ থাকে কানে ব্যাথা করে
115908433_BD-1034654986,10/21/2020,Nawas,1,negative,নকল করতে করতে সব কিছু র  টা বাজাইয়া দিসেন
115908433_BD-1034654986,12/26/2021,সৌরভ আ,1,negative,নষ্ট একটা প্রডাক্ট দিছে চার্জ উঠে না
115908433_BD-1034654986,7/4/2021,*******132,1,negative,মনের মত পায় নাই
115908433_BD-1034654986,10/23/2020,Ananno H,1,negative,আমার ম এমন বাজে প্রোডাক্ট হাতে পরলো  এর আগেও / বার দারাজ থেকে শপিং করলাম  এত বাজে প্রোডাক্ট পাই নাই  নষ্ট ডাটা ক্যাবল দিসে   ম দিন  টা কান্নেক্ট হয়সে  পরদিন বাম এর টা একা গরম হলো   আর কানেক্ট হলো না  চার্জের শেষ নাই আমি  ঘন্টা চার্জ ডিসি   লাল আর নীল হলো নাহ  সাউন্ড এত বাজে ফোন এর কথা শুনি নাহ এখন কেনো ফেরত দেয় নাই   আমি রিসিভ করে বাক্স সব ডাস্টবিন এ ফেলে দিয়ে   কানেক্ট করেই মন খারাপ হয়ে গেছে সাউন্ড শুনে  চিন্তা করলাম প্রাইস  ওকে পরদিন যদি কানে ব্লাস্ট হতো সবচেয়ে মজার বেরাপ টা অর্ডার এক সাথে আসছে আমার কাছে  ক্যাশ বাকিটা বিকাশ  ওই ডেলিভারি বয় বিকাশের  টাকার জন্য   নিয়েছে আর  থেকে  টাকা দিয়ে বলে আর নাই তাহলে  আমার ডেলিভারী চার্জ *= আর টিপস =    তাও এর এই  &  =  টাকা নষ্ট পুরো টাকাই নষ্ট  জানি কোনো ফিডব্যাক ও পাবো না ধন্যবাদ
115908433_BD-1034654986,1/7/2021,RJ R,1,negative,যদি কেউ পাবজি আর ফ্রী ফায়ার খেলার জন্য কিনবেন চিন্তা করেন এটা তাদের জন্য না এতে লেটেন্সি রয়েছে অনেক মানে পাপজির শব্দ অনেক লেট করে শুনবেন এনিমি আপনাকে গুলি করবে নখর হওয়ার পরে আপনার কানে গুলি র শব্দ আসবে
115908433_BD-1034654986,8/7/2021,1***7,1,negative,দাম অনুজাই তেমন ভালো না   সাউন্ড কোয়ালিটি খুবই খারাপ   সাইজেও অনেক বড়  ডেলেবারিও অনেক দেরি করেছে  তার পরেও ধন্যবাদ
115908433_BD-1034654986,3/19/2021,Amit B,1,negative,একদমই খারাপ প্রডাক্ট চার্জ  মিনিটও থাকে না পার্সোনাল অভিমত এরকম প্রডাক্ট না কেনা ভালো
115908433_BD-1034654986,9/1/2020,UK D,1,negative, এর কেস টি নষ্ট  সুইচ টি কাজ করে না  রিফান্ড করেন নাইলে কেস পরিবর্তন করে দিন
115908433_BD-1034654986,9/11/2020,Shuvo S,1,negative,এর থেকে খারাপ কোন হেডফোন হয়না একটা নস্ট আবার যেটা ঠিক সেইটাও পুন পুন শব্দ করে আর চার্জের তো কনো কথাই নাই মিনিটও থাকে না আর বলবেন যে কম দামের জিনিস তাই এমন % ছাড় ছাড়া দেখেন এইটার দাম কতো হয়  মুটামুটি ভালো মানের একটা হেডফোন কিনা যায়
115908433_BD-1034654986,12/21/2019,R***s,1,negative,1 টা নষ্ট তা ও দিয়েছে এবং খুব বাজে সাউন্ড   / টা গান বাজাইলে চার্জ শেষ হয়ে যায়  অযতা  টাকা জলে ফেলে দিলাম  
115908433_BD-1034654986,1/6/2022,Abir I,1,negative,খুবই খারাপ অবস্থা চার্যের ব্যাক আপ ডান কানে  মিনিট আর বাম কানে  ঘন্টা  মিনিট এর মতো একদম বাজে কাওকে না কেনার পরামর্শ রইলো
115908433_BD-1034654986,11/8/2021,0***9,1,negative, টাকে সুরক্ষায় রাখার জন্য কোনো বাবোল প্যাকেজিং করা হয়নি তারপর ভিতরে চারজিং ক্যাবল অনেক ময়লা ছিল তারপর সাউন্ড অনেক খারাপ রিটার্ন করে দেব আমি
115908433_BD-1034654986,5/29/2021,*******727,1,negative,একদম বাজে হেডফোন চালু হলেও শব্দ আসে না  আর ফোন এতো কথাই বলা যার না  খুব বাজে পণ্য দেন আপনারা 
115908433_BD-1034654986,4/18/2021,Muhammad F,1,negative,এই পণ্যটি পরবর্তীতে আর কেউ কিনবেন না এরা প্রতারক এরা দুই টাকার এয়ার ফোন দিয়া আমার কাছে  টাকা নিছে
115908433_BD-1034654986,2/28/2021,0***1,1,negative,পুরাই ফালতু প্রথম দারাজ থেকে কিছু কিনে ঠকছিসারা দিন চার্জ দিলেও অন হয়ে সাথে সাথেই অফ হয়ে যায়দয়া করে কেউ কিনে টাকাটা জলে দিবেন না 
115908433_BD-1034654986,10/20/2020,Z***,1,negative,মান অতিরিক্ত বাজে পডগুলো অনেক মোটা  কিছুক্ষণ ব্যাবহার করলে কান ব্যাথা হয়ে যায় কোন বেজ বেস নাই চার্জ থাকেনা পড এবং বক্সের ইন্ডিকেটর লাইটের ব্রাইটনেস অতিরিক্ত বেশি ক্ষ্যাত লাগে ডেলিভারি সময়মতো পেয়েছি
115908433_BD-1034654986,8/15/2020,Shadhin S,1,negative,খুবই হতাসা জনক   চার্জিং কেস নষ্ট   আর  এর সাউন্ড ক্লিয়ার না      সবমিলিয়ে টাকা জলে গেল        আর ভাই সেলার আপনার কাছ থেকে এটা আশা করি নাই   একটা নষ্ট প্রোডাক্ট দিলেন 
115908433_BD-1034654986,12/9/2021,Mahbub,1,negative,আমাকে ওয়ারলেস ইয়ারবার্ড না দিয়ে লেজার লাইট দিয়েছে আমি ভুলে হয়েছে কিনা আশাকরি আমি এর সমাধান পাবো
115908433_BD-1034654986,6/15/2021,*******177,1,negative,প্যাকেজিং মোটেই ভালো ছিলো না  সাউন্ড কোয়ালিটি অনেক খারাপ  টাকা নষ্ট ছাড়া আর কিছু না 
115908433_BD-1034654986,1/6/2022,Binaz H,1,negative,একদিন ও ঠিক মতো ব্যবহার করতে পারিনি বার বার ডিসকানেক্ট হয়ে যায় ব্লুটুথ
115908433_BD-1034654986,5/10/2021,1***1,1,negative,যেটা আশা করেছিলাম তার চেয়ে অনেক খারাপ3 মাস এর মধ্যে 1 দিন ব্যাবহার করচি
115908433_BD-1034654986,6/22/2020,w***,1,negative,খুব এ বাজে চাজ থাকে সেটা বাদ দি কিন্ত ডেলিভারির পর দেখি একটা নষ্ট 
115908433_BD-1034654986,6/28/2021,1***3,1,negative,নস্ট প্রডাক্ট ডেলিভারি করে ছিলসেলার এর চেক করে পাঠানো উচিত ছিল
115908433_BD-1034654986,3/8/2021,MMahmudur R,1,negative,একেবারে বাজে কোয়ালিটি এবং চার্জ টিকে না বেশি হলে / মিনিট
115908433_BD-1034654986,11/22/2020,1***5,1,negative,একদম বাজে সাউন্ড কোয়ালিটি  ক্যাচ ক্যাচ করে গান  ফালতু যত্তোসব
115908433_BD-1034654986,6/10/2020,Syed T,1,negative,চারজ থাকে না আর ডিজাইন এমন কানে ফিট হয়ে থাকে না টাকা নস্ট
115908433_BD-1034654986,1/1/2021,Md H,1,negative,বাযে ছিলো এক কান শোনা যায় না খুব খারাপ শোনা যায় বেস নাই সাউন্ড কম চার্জ থাকে না কানেকশন লস হয়
115908433_BD-1034654986,12/14/2021,Niaj M,1,negative,সাউন্ড কোয়ালিটি  টাকার হেডফোন শুধু তার ছাড়া কাজ করে
115908433_BD-1034654986,9/18/2021,S***,1,negative,একদম বাজে প্রোডাক্ট দয়া করে কেউ এটা অর্ডার করবেন না
115908433_BD-1034654986,6/9/2021,Apurba M,1,negative,দুই হেড ফোন একসাথে চলে না একটা একটা করে চালাতে হয়
115908433_BD-1034654986,12/22/2021,Khairul ,1,negative, মিনিটের বেশি চার্জ থাকে নাটোটালি আপসেট
115908433_BD-1034654986,6/22/2021,M***,1,negative,এর মতো খারাপ কিছু আর হতেই পারে না
115908433_BD-1034654986,1/2/2021,j***,1,negative,সাউন্ড একটুও ভালো না  পুরা টাকাটাই লস
115908433_BD-1034654986,11/9/2020,1***9,1,negative,ফাউল একটা ছোট আরেকটা বড় 
115908433_BD-1034654986,10/9/2021,Mahin,1,negative,এমন বাজে চার্জিং কেস নষ্ট
115908433_BD-1034654986,7/29/2020,Mdfardin A,1,negative,একেবারেই ফালতু  কেউ কিনবেন না 
115908433_BD-1034654986,6/24/2021,H***,1,negative,বাম পাশের টাতে চার্জ থাকে না 
115908433_BD-1034654986,5/6/2021,MDAKASH🇧🇩,1,negative,চার্জ কম থাকে দুই নাম্বার মাল
115908433_BD-1034654986,6/25/2020,MdFarid,1,negative,খুব ই বাজে প্রডাক্ট রে ভাই
115908433_BD-1034654986,11/21/2021,Imtiaz H,1,negative,চার্জ হচ্ছে নামাইক নষ্ট
115908433_BD-1034654986,10/21/2021,Rabiul A,1,negative,ভালো না বাজে কোয়ালিটি
115908433_BD-1034654986,12/5/2021,*******172,1,negative,ভালো না চাজ হয়না
115908433_BD-1034654986,11/16/2021,1***6,1,negative,চার্জ থাকে না
115908433_BD-1034654986,4/4/2022,নাম প,1,negative,কাজ করে না একটি
115908433_BD-1034654986,11/9/2019,A***,1,negative,ভাই আপনারা এতো ফালতু কেনো মানুষ ঠকিয়ে আর কতো খাবে
115908433_BD-1034654986,12/15/2020,Md S,1,negative,ডুপ্লিকেট প্রোডাক্ট দেওয়া হয়েছে এককথায় ঠকানো হয়েছে
115908433_BD-1034654986,7/26/2020,shahed P,1,negative,হাতে পাবার পর থেকে মি এর বেশি চাজ থাকে নাপুরা টাকা নষ্ট
115908433_BD-1034654986,8/1/2021,Kamrul,1,negative,একদম বাজে
115908433_BD-1034654986,3/23/2022,1***3,2,negative,দারাজের পলিব্যাগ পার্সেল খুলার পর এই ছিলো অবস্থা ন্যুনতম প্যাকেজিংও করা হয়নি যে বক্সে ইয়ারবাড দুটো ছিলো দুটোই ছেঁড়া এবং ইয়ারবাড বের হয়ে পলিব্যাগ এ পড়া অবস্থায় ছিলো যে প্লাস্টিকে ইয়ারবাড টা ছিলো সেটা পর্যন্ত ভাঙ্গা এতো বাজে সার্ভিস সেলারের 
115908433_BD-1034654986,5/11/2021,1***7,2,negative,আগের প্রোডাক্টের সাথে বর্তমান প্রোডাক্টের কোন মিল নেই আগের প্রোডাক্টের বিল্ড কোয়ালিটি এবং চার্জিং খুব ভালো ছিল কিছুদিন আগে আমার 1 সহকর্মী নিয়েছিলেন তারপর আমারটা অনেক পার্থক্যটপ রিভিউ দেখে প্রোডাক্ট খারাপ করবেন না 
115908433_BD-1034654986,6/16/2021,Rafi,2,negative,মোটামুটি ভালো বেটারির চার্জ তারাতাড়ি চলে যায়
105146292_BD-1128997165,3/13/2022,Md A,1,negative,নষ্ট প্রডাক্ট দিয়েছে  অসহ্যকর অনলাইন প্রডাক্ট মানুষ বিশ্বাস করে কিনে  আর নষ্ট পণ্য দিয়ে এভাবে বিশ্বাস নষ্ট করার কোনো মানে হয় ছিঃ
105146292_BD-1128997165,6/22/2021,Imtiaz M,1,negative,কি আর বলব জীবনে এর থেকে বড় ধরা খাইনি চার্জার এর পোর্টে পর্যন্ত পিন ঢোকে না এতো ডিফেক্ট
105146292_BD-1128997165,2/11/2022,Hr H,1,negative,ইউটিউবাররা টাকা খেয়ে রিভিউ দিছে বলেই বিট নিয়ে কোন কথা বলে নাই বিট নাই বললেই চলে বাকি সব ঠিক আছে
105146292_BD-1128997165,10/2/2021,Mrh R,1,negative,দারাজ থেকে এই প্রথম বাজে অভিজ্ঞতা অর্জন করলাম প্রোডাক্ট টি হাতে পেয়ে চেক করলাম মোটামুটি ভালো তারপর চার্জ দিতে গেলে চার্জ নেই নাহ নষ্ট চার্জার দিছে
105146292_BD-1128997165,10/20/2019,স***,1,negative,ফুল চার্জ দেয়ার পর মাত্র  মিনিটে চার্জ শেষ যাচ্ছে দুইদিনও ব্যবহার করতে পারলাম না আমি দারাজ থেকে প্রচুর জিনিস কিনি এবারই ভাগ্য সবচেয়ে খারাপ হলো সম্ভব হলে ফেরত দিতে চাই
105146292_BD-1128997165,10/2/2021,*******105,1,negative,একদম বাজে সাউন্ড সব প্রতারক এর চাইতে  টাকার ইয়ারফোন অনেক ভালো
105146292_BD-1128997165,11/15/2021,Tajul I,1,negative,কিছু দিনের মাথায় ডান পাশের টা খারাপ হয়ে গেছে ফালতু প্রোডাক্ট
105146292_BD-1128997165,11/19/2021,*******124,1,negative,2 দিন চালানোর পর  আর চাজ্ হয় না খুবই বাজে একটি প্রোডাক্ট
105146292_BD-1128997165,10/2/2021,Abdul A,1,negative,ফালতু একটা জিনিস  সাউন্ড খুবই কম  পুরাই ফালতু
105146292_BD-1128997165,10/5/2021,Rich A,1,negative,একদম ভাল না আমারটায়  মিনিটের কম চার্জ থাকে
105146292_BD-1128997165,1/26/2022,*******810,1,negative,পুরা টাকাটাই লস 2 বার চার্জ দেওয়া যায় না
105146292_BD-1128997165,8/29/2021,Sharif B,1,negative,ভাল না চার্জ কম থাকে
105146292_BD-1128997165,9/29/2021,Hafiz,1,negative,একটা কাজ করে আরেকটা কাজ করেনা
105146292_BD-1128997165,3/17/2022,ম***,1,negative,খারাপ পন্য দিছে
105146292_BD-1128997165,10/8/2021,1***8,3,positive,ব্লুটুথ ইয়ারফোন টা অনেক কিউট ছিলো  আর সাউন্ড কোয়ালিটিও মোটামুটি ভালোই ছিলো 
105146292_BD-1128997165,10/8/2021,1***8,3,negative,এইটা সারাদিন চার্জ দিলেও % এর বেশি চার্জ হয় না  আর প্যাকেটে - ঘন্টা পর্যন্ত চার্জ থাকবে লেখা থাকলেও -ঘন্টা হলেই এইটার চার্জ শেষ হয়ে যায়
105146292_BD-1128997165,10/23/2021,Md S,3,negative,দুই টা ওডার দিয়েছি তার মধ্যে একটি হালকা ডিফেকট ডিলেভারির জন্য হয়েছে হয়তো  তা ছাড়া সব ঠিক আছে  দাম হিসেবে ভালো বলা যায়
105146292_BD-1128997165,10/30/2021,*******817,3,negative,কোয়ালিটি ভালো না মোটামুটি চলে
105146292_BD-1128997165,10/15/2021,*******236,3,negative,এটি একটি বাজে হেডফোন 1 সার্চ দিলে এক থেকে দেড় ঘন্টা চলে তারপরে বন্ধ হয়ে যায়  শাওন কোয়ালিটিও তেমন একটা ভাল না আমি এটাকে একশোর মধ্যে 40 নাম্বার দেবো
105146292_BD-1128997165,1/15/2022,S***,3,positive,জিনিসটা চুটিয়ে রাফ ইউজ করার জন্য বেশ ভালো এখন তিনশো টাকা বাজেটে সাউন্ড কোয়ালিটি খুঁজতে আসলে আপনি ঠিক সেই জাতের লোক যারা সাউন্ড এর স এর ফান্ডামেন্ট বুঝেন না  অথবা বুম বুম বেস না পেলে আপনার জীবন বৃথা হয়ে যাবে
105146292_BD-1128997165,12/16/2021,Zisan R,3,positive,মোটামুটি ভালো 
105146292_BD-1128997165,8/28/2021,1***3,3,positive,মোটামুটি ভালো ছিল
153324681_BD-1081748209,1/26/2021, 1***7,1,negative,যেমনটা ভেবেছিলাম তেমনটা না ছোবিতে এক রকম আর সামনে এক রকম সামনে কোন মিল নাই ছোবির সাথে
153324681_BD-1081748209,2/13/2021, Sk A,1,negative,ছবি সঙ্গে প্রোডাক্টের কোন মিল নাই ঢাকার লোকাল প্রোডাক্ট প্রতারণা করছে
153324681_BD-1081748209,5/31/2021, Melon S,1,negative,দিলাম কি আর দিলেন কি ছবির সাথে কোন মিল নাই পুরো দুই নম্বরি ফালতু
153324681_BD-1081748209,5/31/2021, abdullah M,1,negative,এই ওয়ালেট 10 টাকা দিয়ে কিনলে 10 টাকা সম্পূর্ণ লস এর থেকে ভালো মুচির দোকান থেকে দুইটা রেক্সিনের কাভার সেলাই করে নিয়ে মানিব্যাগ বানানো একদম ফালতু একটা মানিব্যাগ
153324681_BD-1081748209,5/27/2021, Habibur R,1,negative,অর্ডার করার পর কি দেখেন না কি চেয়েছে  চেয়েছি চকলেট কালার আর দিলেন কি  যারা অর্ডার দেখে ডেলিভারি দেয় এমন কয়েকটার চাকরি থেকে ছাঁটাই করা উচিত তাহলেই সব ঠিক হয়ে যাবে
153324681_BD-1081748209,5/12/2021, Md I,1,negative,চাইলাম কি আর দিলেন কিএভাবে কষ্ট দেওয়া ঠিক না
153324681_BD-1081748209,1/24/2021, Jewel,1,negative,যেইটার ছবিতে দেয়া আছে ওইটা দেন নাইচিটারি বিজনেস অফ করেনফালতু মেজাজ টাই খারাপ করেছেনধান্দা বাজ
153324681_BD-1081748209,1/31/2021, Emdadul H,1,negative,এই হাল সস্তার অবস্থা
153324681_BD-1081748209,11/28/2021, Md A,1,negative,যে রকম ছবিতে দেখানো হয়েছে আর যেটা ডেলিভারিতে দেওয়া হয়েছে সেটি সম্পুর্ন আলাদা এমন কি ভেতরে সেলাই দেওয়া নেই এটা এক রকম প্রতারনা ডারাজ কর্মকর্তারা কি করেন এগুলো দেখেনা আশা করি যে টা ডেলিভারি দিবেন সেটার ছবি লোড করবেন
153324681_BD-1081748209,4/18/2021, B***n,1,negative,বোগাস জিনিস টাকা নষ্ট ইউজ করার মত জিনিস না যারা পজিটিভ রিভিউ দিসে জানি না কি ভাবে দিসে রিভিউ দেখেই অর্ডার করসিলাম পরে আছে এখন
153324681_BD-1081748209,11/25/2021, A K,1,negative,অর্ডার করলাম কোন রঙের আর দিলেন কোন রঙের বাজারের সেরা ফালতু প্রোডাক্ট টাকাটা গচ্ছা গেল
153324681_BD-1081748209,12/11/2021, afjal S,1,negative,ফালতু পুরাই খোলামেলা  একটা বোতাম সিস্টেম হলেও যে এটাকে আটকে রাখা যায় তাহলে ভালো হতো 
153324681_BD-1081748209,1/1/2021, M***,1,negative,কোন মিল নাই বাজে প্রডাক্ট কালার চাইছি একটা দিল আরেকটা  জেনে শুনে পন্য কিনবেন 
153324681_BD-1081748209,1/20/2021, MdSayed B,1,negative,মোবাইল রাখার পকেট যেভাবে দেখানো আছে সেভাবে নাই মোবাইল রাখা যায় না এটাতে
153324681_BD-1081748209,12/12/2021, 1***5,1,negative,আমি পণ্যটি হাতে পাইনি অথচ ডেলিভারি সম্পূর্ণ এই রকম বার্তা পেয়েছি
153324681_BD-1081748209,3/1/2021, MD N,1,negative,বাজে প্রোডাক্টপকেট দেখাইলো দুই পাশে আছে এক পাশে
153324681_BD-1081748209,4/30/2021, BASHAR T,1,negative,ছবির সাথে পন্য মিল নেই কুয়ালিটি নরমাল
153324681_BD-1081748209,4/11/2021, MdAbdur R,1,negative,কেউ নিয়েন না ভাই একেবারে ভাল না
153324681_BD-1081748209,2/4/2021, 0***4,1,negative,সেলার সঠিক কালার মেইনটেইন করে না
153324681_BD-1081748209,4/13/2022, Ú T,1,negative,অনেক পাতলা পণ্য ভালো ছিল না
153324681_BD-1081748209,5/4/2021, sajid A,1,negative,ছবির সাথে মিল নাই 
153324681_BD-1081748209,7/5/2021, 0***5,1,positive,অল্প দামে ভালো জিনিস
153324681_BD-1081748209,3/8/2022, Rezaul R,1,negative,না কিনাই ভালো
153324681_BD-1081748209,7/3/2021, *******458,1,positive,এটা ঠিক আছে
153324681_BD-1081748209,2/11/2022, S***,1,negative,একদম ফালতু
153324681_BD-1081748209,2/28/2021, Mazharul I,1,negative,লো কোয়ালিটি
153324681_BD-1081748209,7/18/2021, MD A,1,negative,খুবই হতাসা জনক চার্জিং কেস নষ্ট আর  এর সাউন্ড ক্লিয়ার না সবমিলিয়ে টাকা জলে গেল আর ভাই সেলার আপনার কাছ থেকে এটা আশা করি নাই একটা নষ্ট প্রোডাক্ট দিলেন
153324681_BD-1081748209,6/3/2021, 1***1,1,negative,সাউন্ড একটুও ভালো না পুরা টাকাটাই লস
153324681_BD-1081748209,4/28/2021, Tahomid A,1,negative,এমন বাজে
153324681_BD-1081748209,4/30/2022, shihab,1,negative,একেবারেই ফালতু কেউ কিনবেন না
153324681_BD-1081748209,1/30/2021, *******950,1,negative,বাম পাশের টাতে চার্জ থাকে না
131854718_BD-1052402835,4/3/2022, H*** ,1,negative,অর্ডার করলাম টাইপ-সি আর আমাকে দেওয়া হয়েছে   বাহ ভাই বাহ
131854718_BD-1052402835,2/9/2021, md shariful I ,1,negative,এটা কেমন করে সি টাইপ ক্যাবল হয়  আমি সেলারের কাছে জানতে চাই পোডাক্টটি অন্য একজন কে দিয়ে রিসিভ করাই তাই আগে দেখি নাই সেলারের উচিত আগে ক্যাবলের নাম শিখে আসা  ভাল রিভিউ এর এমন ফলাফল হলে  ভবিষ্যতে অন্য কোন উপায়ে কাস্টমার কে পন্য অর্ডার করতে হবে
131854718_BD-1052402835,12/1/2021, MD S ,1,negative,অর্ডার করলাম টাইপ-সি আর ডেলিভারি পাইলাম টাইপ-বি  সেলারের এই ব্যবহারে আমি লজ্জিত
131854718_BD-1052402835,10/28/2021, R*** ,1,negative,এত স্লো চার্জ হয় যে বলার মত না পরের দিনই দোকান থেকে দাম দিয়ে ভাল একটা কেবল কিনে আন্সি যেহেতু অল্প টাকার প্রডাক্ট তাই আর রিটার্ন এর হ্যাসেল-এর মধ্যে যাই নাই
131854718_BD-1052402835,7/31/2021, Natick,1,negative,নিজেদের স্বভাব ঠিক করেন  এমনেই ব্যবসা করতে পারবেন না
131854718_BD-1052402835,1/27/2021, Alfaz A ,1,negative,সেলার আমাকে টাইপ-সি দেখিয়ে আমাকে টাইপ-বি খাব আমাকে তাড়াতাড়ি সম্ভব ডিফারেন্ট দেন দেখুন খেয়াল করে আমি ফটো তো দিয়েছি ছেলের সাথে আমার কথা হয়েছে
131854718_BD-1052402835,10/21/2020, ashraful I ,1,negative,টাকার প্রডাক্ট আরও টাকা ডেলিভারি ফী দিয়ে এনে যদি এইরকম ভাংগা পাই কী করা উচিত
131854718_BD-1052402835,12/2/2020, R*** ,1,negative,খুবই দুঃখজনক দুই টি কালার অপসন দেয়ার পরও সেলার অন্য কালার পাঠিয়েছে টাকা দিয়ে জিনিস কিনে সেলারের পছন্দমত জিনিস নিতে হবে কেনো দারাজ এর এদিকে নজর দেয়া উচিত এইসব বা***দ সেলারদের ব্যান করা উচিত
131854718_BD-1052402835,3/8/2022, 1***9,1,negative,প্রথম / দিন ফার্স্ট চার্জ হইসেতারপর থেকে এত স্লো যে কি বলবো টাকা দিয়ে ফার্স্ট চার্জিং এর জন্য কেবল কিনে মনে হচ্ছে  টাকা অযথা নষ্ট করলামতার চেয়ে  টাকা দিয়ে এডাপ্টার কেবল কিনে নিলেই ভালো হতো
131854718_BD-1052402835,9/30/2021, 0***4,1,positive,প্রোডাক্টটি ভালোই আছে মোবাইলে সাপোর্ট করে 
131854718_BD-1052402835,9/30/2021, 0***4,1,negative,চার্জ স্পিড খুবই কম আর সেলারের ব্যবহার খুবই খারাপ তাই ফাইভ স্টার দিতে পারলাম না
